,Unnamed: 0,username,age,occupation,status,gender,filtered sentence,y,translated_occupation,translated_occupation_lem,translated_occupation_category
2215,2215,Gentius,39,Real estate agent,single,male,white Straight Other nonsmoker occasional drinker Fun,0,real estate agent,real estate agent,
2216,2216,George75,39,Ingeniero,single,male,white Straight Other social smoker social drinker Fun,0,engineer,engineer,engineer
2217,2217,george83,39,Manager,single,male,white Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,manager,manager,office
2218,2218,geppetto,39,Economist,single,male,white Straight Christian social smoker social drinker Fun,0,economist,economist,
2219,2219,Gil0189,39,Contador,single,male,hispanic Straight Other social smoker social drinker Friendship,0,contador,contador,
2220,2220,Giovannis36,39,Asesor comercial,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,0,business advisor,business advisor,
2221,2221,Goodboy4you,39,Construction,single,male,white Bisexual Christian social smoker social drinker Friendship Romance Serious Relationship Marriage,0,construction,construction,construction
2222,2222,Greeneyes9898,39,Tattoo artist,single,male,hispanic Straight Other light smoker social drinker Fun Friendship Romance,0,tattoo artist,tattoo artist,
2223,2223,Hannah37,39,Pharmacist,single,female,white Straight Other nonsmoker never Romance Serious Relationship Marriage,0,pharmacist,pharmacist,
2224,2224,HattenII,39,Programmer,single,male,white Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,programmer,programmer,
2225,2225,Hit,39,Chofer,single,male,white Straight Christian nonsmoker occasional drinker Marriage,0,chofer,chofer,
2226,2226,Hotrod80,39,Business Owner,single,male,black Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,business owner,business owner,self employed
2227,2227,Hugo77894225,39,Comercio,single,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship Marriage,0,trade,trade,
2228,2228,Israrr,39,Ingeniero,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,engineer,engineer,engineer
2229,2229,jamau0782,39,Administrador de empresas,separated,male,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,company administrator,company administrator,
2230,2230,Jarn,39,Ingeniero industrial,separated,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,industrial engineer,industrial engineer,engineer
2231,2231,Jersey101,39,Health care,single,female,mixed Straight Other social smoker social drinker Fun Friendship,0,health care,health care,
2232,2232,Jhesusxd,39,Constructor,single,male,white Straight Christian nonsmoker occasional drinker Friendship,0,constructor,constructor,construction
2233,2233,Jheys2114,39,Oficial de seguridad,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,security officer,security officer,office
2234,2234,Jill1122,39,Management,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,management,management,
2235,2235,Joro83,39,Engineer,single,male,white Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,0,engineer,engineer,engineer
2236,2236,Jswag959,39,Food service,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,food service,food service,
2237,2237,Juan02,39,Construccion,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,building,building,
2238,2238,Kataleya1682,39,Administrativo,widow,female,black Straight Other nonsmoker occasional drinker Serious Relationship,0,administrative,administrative,
2239,2239,kerim2021,39,Guardia de seguridad,separated,male,white Straight Christian light smoker social drinker Friendship Romance Serious Relationship,0,security guard,security guard,
2240,2240,killoughjody83,39,Unemployed,single,female,white Straight Christian nonsmoker never Fun Friendship Romance,0,unemployed,unemployed,unemployed
2241,2241,Kt82,39,Independiente,separated,female,hispanic Straight Other nonsmoker social drinker Friendship,0,independent,independent,self employed
2242,2242,Leann,39,Peluquera,divorced,female,hispanic Bisexual Other social smoker social drinker Serious Relationship,0,hairdresser,hairdresser,
2243,2243,Lehotskyj1,39,Music,single,male,white Straight Other light smoker social drinker Fun Friendship Serious Relationship,0,music,music,
2244,2244,Lili123,39,Producer,single,female,hispanic Straight Spiritual social smoker social drinker Marriage,0,producer,producer,
2245,2245,LindaG,39,Finanzas,single,female,white Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,finance,finance,finance
2246,2246,Lluvia37,39,Enfermera,single,female,hispanic Straight Christian nonsmoker social drinker Fun Friendship,0,nurse,nurse,medical
2247,2247,Lucia37silva,39,Auxiliar contable,single,female,mixed Straight Christian nonsmoker never Friendship Romance Serious Relationship,0,accounting assistant,accounting assistant,
2248,2248,Luis2009,39,Empresario,single,male,white Straight Other social smoker social drinker Friendship,0,entrepreneur,entrepreneur,
2249,2249,Lumanrique,39,Independiente,separated,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,independent,independent,self employed
2250,2250,lunachris83,39,secretaria,separated,female,black Straight Spiritual nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,secretary,secretary,office
2251,2251,Maday,39,Cuenta propia,separated,female,white Straight Other nonsmoker never Romance Serious Relationship,0,own account,own account,self employed
2252,2252,Maelo1883,39,Constructor,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Friendship,0,constructor,constructor,construction
2253,2253,Makendy1234,39,Maestro,single,male,white Straight Christian nonsmoker never Romance,0,maestro,maestro,
2254,2254,Malu22,39,Medico,single,female,white Straight Christian nonsmoker social drinker Serious Relationship,0,medico,medico,medical
2255,2255,Manuelbalvaneda,39,Comerciante,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,merchant,merchant,
2256,2256,Manyira,39,Enfermera,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,nurse,nurse,medical
2257,2257,Mariangel1,39,Medic,single,female,hispanic Straight Christian nonsmoker social drinker Friendship,0,medic,medic,medical
2258,2258,Maribel83,39,Comerciante,single,female,white Straight Spiritual nonsmoker never Friendship Serious Relationship,0,merchant,merchant,
2259,2259,Marp,39,Mecanico,single,male,hispanic Straight Christian nonsmoker never Fun Friendship,0,mechanic,mechanic,
2260,2260,Maurimon,39,Contador Publico,in relationship,male,hispanic Straight Christian nonsmoker social drinker Friendship,0,certified public accountant,certified public accountant,
2261,2261,Mego,39,Docente,single,male,mixed Bisexual Christian nonsmoker occasional drinker Serious Relationship,0,teacher,teacher,education
2262,2262,MEILI,39,Manager,single,female,asian Straight Christian nonsmoker social drinker Friendship,0,manager,manager,office
2263,2263,MidnightRomeo,39,Self employed,divorced,male,middle eastern Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,0,self employed,self employed,self employed
2264,2264,mikezar99,39,Self Employed,single,male,white Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,self employed,self employed,self employed
2265,2265,Mikhaililvanock,39,Sales,single,male,white Straight Other social smoker social drinker Fun Friendship Romance,0,sales,sale,
2266,2266,Mileidis,39,Enfermera,single,female,hispanic Straight Other nonsmoker never Serious Relationship,0,nurse,nurse,medical
2267,2267,Mima2212,39,Estilista,separated,female,hispanic Straight Christian nonsmoker never Friendship Romance,0,stylist,stylist,
2268,2268,Mjb,39,Peluquera,single,female,black Straight Other nonsmoker never Serious Relationship,0,hairdresser,hairdresser,
2269,2269,Monti,39,Administrador,single,male,white Straight Christian nonsmoker never Serious Relationship,0,administrator,administrator,
2270,2270,Morales13,39,Chef,single,male,hispanic Straight Christian social smoker occasional drinker Friendship,0,chef,chef,
2271,2271,Mydogbird,39,Welder,single,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,welder,welder,
2272,2272,Ovidio22,39,Electricista,single,male,mixed Straight Christian nonsmoker social drinker Romance,0,electrician,electrician,
2273,2273,Pamlysss,39,Abogada,divorced,female,hispanic Straight Spiritual nonsmoker social drinker Serious Relationship,0,a lawyer,a lawyer,
2274,2274,Papps,39,Dealer,single,male,black Straight Christian nonsmoker never Fun Romance,0,dealer,dealer,
2275,2275,Pedro82,39,Vendedor,separated,male,white Straight Other light smoker occasional drinker Serious Relationship Marriage,0,seller,seller,
2276,2276,Peruana82,39,Administradora,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,0,administrator,administrator,
2277,2277,Peter8221,39,Conductor,divorced,male,hispanic Straight Christian nonsmoker social drinker Romance,0,conductor,conductor,
2278,2278,Ricardo9090,39,Docente,divorced,male,white Straight Christian nonsmoker never Marriage,0,teacher,teacher,education
2279,2279,Ricardorid,39,Diseñador,single,male,hispanic Straight Other nonsmoker never Serious Relationship,0,designer,designer,
2280,2280,Rich7044,39,Driver,single,male,black Straight Christian nonsmoker occasional drinker Serious Relationship,0,driver,driver,
2281,2281,Richter,39,Musician,separated,male,hispanic Straight Other nonsmoker social drinker Fun Friendship,0,musician,musician,
2282,2282,Rihanny09,39,cantante,separated,female,hispanic Straight Christian nonsmoker social drinker Romance,0,singer,singer,
2283,2283,RobbinHood,39,Mechanic,separated,male,white Straight Christian light smoker occasional drinker Fun Friendship Romance,0,mechanic,mechanic,
2284,2284,Rolando14,39,Bartender,single,male,hispanic Straight Other nonsmoker social drinker Friendship Romance,0,bartender,bartender,
2285,2285,RomeoMontoya83,39,Massage therapist,single,male,middle eastern Straight Spiritual social smoker social drinker Romance Serious Relationship Marriage,0,massage therapist,massage therapist,
2286,2286,Rulo2009,39,Construction,separated,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,construction,construction,construction
2287,2287,Sevilla83,39,Arquitecto,separated,male,white Straight Atheist nonsmoker social drinker Fun Friendship,0,architect,architect,
2288,2288,Shelsid,39,Contadora,single,female,white Straight Other nonsmoker social drinker Serious Relationship,0,accountant,accountant,
2289,2289,SweetP,39,Independiente,separated,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,independent,independent,self employed
2290,2290,Tatiana_Djan,39,Entrepreneur,divorced,female,white Straight Christian social smoker social drinker Romance Serious Relationship Marriage,0,entrepreneur,entrepreneur,
2291,2291,Tensue200,39,Construction,single,female,black Straight Christian nonsmoker social drinker Marriage,0,construction,construction,construction
2292,2292,TerenceC,39,Driver,single,male,white Straight Christian nonsmoker occasional drinker Friendship,0,driver,driver,
2293,2293,Therese,39,Nurse,divorced,female,asian Straight Christian social smoker social drinker Fun Friendship,0,nurse,nurse,medical
2294,2294,thomasquinteros,39,administrativo,single,male,white Homosexual Christian nonsmoker never Romance Serious Relationship Marriage,0,administrative,administrative,
2295,2295,Tomygunnzzz,39,Self employed,single,male,white Straight Spiritual light smoker never Fun,0,self employed,self employed,self employed
2296,2296,Tontolon,39,Soldador,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,0,welder,welder,
2297,2297,Victimario,39,Contratista,single,male,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,contractor,contractor,
2298,2298,weinny,39,ama de casa,separated,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,housewife,housewife,
2299,2299,WillemP,39,Self employed,divorced,male,white Straight Other social smoker social drinker Friendship Romance Serious Relationship Marriage,0,self employed,self employed,self employed
2300,2300,Xearta,39,Abogado,separated,male,hispanic Straight Christian social smoker social drinker Serious Relationship,0,lawyer,lawyer,
2301,2301,Yazlolis,39,Profesora,single,female,hispanic Straight Other nonsmoker occasional drinker Friendship,0,profesora,profesora,
2302,2302,YENIVET7,39,Ama de casa,single,female,hispanic Straight Other nonsmoker never Romance,0,housewife,housewife,
2303,2303,Yordanys,39,Mecanico,single,male,black Straight Atheist nonsmoker never Serious Relationship,0,mechanic,mechanic,
2304,2304,Blanco1982,40,Entrepreneur,single,male,I genuine person looking meet,0,entrepreneur,entrepreneur,
2305,2305,Concon82,40,Stay at home mom,single,female,Im stay home mom grandson,0,stay at home mom,stay at home mom,
2306,2306,Craig82,40,Driver,divorced,male,A divorced guy looking move Looking someone start friends maybe build In end I hoping find someone marriage minded,0,driver,driver,
2307,2307,DaddyBigD,40,Construction,in relationship,male,Im fun If u wan na hit,0,construction,construction,construction
2308,2308,Dean0682,40,Management,divorced,male,I kind Honest Big Heart father 2,0,management,management,
2309,2309,Elyorch182,40,Teacher,single,male,Hi name Jorge Nice meet Im Venezuelan man living Quito Ecuador since 2016 I really hope know Canadian women,0,teacher,teacher,education
2310,2310,EToril,40,Engineer,single,male,I boy Barcelona I spending 2 weeks Almaty holidays I would love meet people help discover places contry fun together,0,engineer,engineer,engineer
2311,2311,Eydy,40,Housekeeping,divorced,female,I love dance To workout I currently learning play piano I like wine accompanied good book,0,housekeeping,housekeeping,
2312,2312,Gonzo,40,Producer,divorced,male,I like Music Cars Food Books Walks Talks Sex Hardworking And honest Te,0,producer,producer,
2313,2313,jane0810,40,IT,single,female,I real Godfearing mature seriousminded single woman ready marriage This also Im looking man,0,it,it,
2314,2314,Jonnyb1981,40,Driver,divorced,male,Im good loving guy fun around love find good honest truthful woman pleasant around trustworthy hardworking able keep job,0,driver,driver,
2315,2315,JP777,40,Operator,single,male,Im laid back calm cool collected person doesnt sweat small stuff Loving countrymountain life Montana,0,operator,operator,
2316,2316,Lailafy,40,Admin,single,female,Im looking honest man knows truth means I like romantic night,0,admin,admin,
2317,2317,Marstillo82,40,Laborer,single,male,Theres much Not perfect one And experience life lessons Im ready live life,0,laborer,laborer,
2318,2318,Rebeccay5,40,Medical,single,female,Im outgoing sweet kind lovable,0,medical,medical,medical
2319,2319,Robertp123,40,Mechanic,single,male,Im 6ft7 blieeues im lookin someone real games bs,0,mechanic,mechanic,
2320,2320,sassynette,40,Teacher,separated,female,Simple God fearing hard working person,0,teacher,teacher,education
2321,2321,Scottgottahaveit38,40,Barber,single,male,I fun smart outgoing serious I good conversation make people laugh,0,barber,barber,
2322,2322,Seqqria,40,Doctor,single,male,Hey I exploring I get friends Managua I doctor Miami visit Nicaragua months project,0,doctor,doctor,
2323,2323,SERGI,40,Business Owner,single,male,In personal form I like lot theater I like cinema I like make sport I like nature I would like many children I like good food I Very Romantic I Very Retailer I Very Noble I Very Honest I like Work I like Amusement I consider self Good Man In city I Respected I dont smoke I dont drink I dont like injustices,0,business owner,business owner,self employed
2324,2324,Shine,40,Student,single,female,Im fun I love enjoy long talks n meet new people hopefully met great people,0,student,student,student
2325,2325,Shocka82,40,IT,single,male,looking nerd loves games travel,0,it,it,
2326,2326,SoBlessed,40,Higher Education,widow,female,Hello Gentlemen I believe best relationships begin great friendships lets start I proud parent loves God live jazz music reading thriller books enjoy cooking I dont drink smoke I want partner I surround likeminded people I hope one day meet equally yoked match Could Lets find If dont mind dating Queen princesprincesses drop say hello,0,higher education,higher education,education
2327,2327,Sparkler1010,40,Director,single,male,Hey Im outgoing guy enjoys spending time family friends Nights partying Restaurant Holidays etc xx As pic,0,director,director,
2328,2328,sunny_goswam,40,Management Consultant,single,male,Hey I Just regular guy like keep real simple traditional I India doesnt make stereotype I grew US India understand best worlds normally reflects way speaking living I like make things happen us coz thats way works rest find willing,0,management consultant,management consultant,
2329,2329,tmj39,40,Caregiver,divorced,female,I learned appreciate life I honest caring I love outdoors painting keeping busy,0,caregiver,caregiver,
2330,2330,Ustraveler,40,Engineer,separated,male,I separated 2 kids I travel work I engineer also starting business I tattoos blonde hair blue eyes Former Marine 511 190lbs,0,engineer,engineer,engineer
2331,2331,Vegaskiss,40,Retired,single,female,City girl country heart I laid back easy going Love music movies 3 enjoy sports Looking love,0,retired,retired,
2332,2332,vicentias,40,marketing,single,female,I simple honest responsible open sensible God fearing women I great sense humor things love laugh I looking forward meeting humble man I soul purpose reuniting man dream tired loneliness working I like pretty much anything Im easy going personi like Music I listen country rock I like lot different movies I dont know I really favorite comedys action cool well write trying say looking serious relationship principled man,0,marketing,marketing,
2333,2333,VikaTallinn,40,Teacher,single,female,Hi I like art learning new things,0,teacher,teacher,education
2334,2334,11111122,40,Teacher,separated,male,mixed Straight Other nonsmoker occasional drinker Friendship,0,teacher,teacher,education
2335,2335,Abbrilss,40,Docente,divorced,female,hispanic Straight Christian nonsmoker never Fun Friendship Serious Relationship,0,teacher,teacher,education
2336,2336,Abraham_nava,40,Comerciante,single,male,white Straight Christian nonsmoker occasional drinker Friendship,0,merchant,merchant,
2337,2337,Ale82,40,Ingeniero,single,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship,0,engineer,engineer,engineer
2338,2338,Alexblanco2020,40,Conductor,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,conductor,conductor,
2339,2339,Alexiz,40,Management,single,male,hispanic Straight Spiritual nonsmoker social drinker Friendship Serious Relationship,0,management,management,
2340,2340,Alhuim,40,Militar,separated,male,mixed Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,military,military,military
2341,2341,allanmg,40,Engineer,single,male,hispanic Straight Other nonsmoker social drinker Fun Friendship,0,engineer,engineer,engineer
2342,2342,Alliss,40,Nurse,separated,female,white Straight Christian nonsmoker occasional drinker Fun Friendship,0,nurse,nurse,medical
2343,2343,andresito,40,Ingeniero electronico,single,male,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,electronic engineer,electronic engineer,engineer
2344,2344,andreslatino,40,comerciante,single,male,hispanic Straight Christian light smoker occasional drinker Romance,0,merchant,merchant,
2345,2345,ANDY2019,40,independiente,single,male,white Straight Christian nonsmoker never Serious Relationship,0,independent,independent,self employed
2346,2346,Argix1,40,Technical,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,technical,technical,tech
2347,2347,Armand82,40,Muebles,separated,male,hispanic Straight Christian social smoker social drinker Serious Relationship,0,furniture,furniture,
2348,2348,Armandofg2019,40,Electricista,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,electrician,electrician,
2349,2349,Atardecer,40,Teacher,single,female,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,teacher,teacher,education
2350,2350,Belynda,40,Contadora,single,female,white Straight Christian nonsmoker never Serious Relationship Marriage,0,accountant,accountant,
2351,2351,BigTeddyBear38,40,Disabled,divorced,male,white Straight Other light smoker occasional drinker Fun Friendship Romance Serious Relationship,0,disabled,disabled,
2352,2352,Brucieboy,40,Self employed,single,male,black Straight Christian social smoker never Fun,0,self employed,self employed,self employed
2353,2353,Cafedenoche,40,Docente,single,female,hispanic Straight Other social smoker occasional drinker Friendship Romance,0,teacher,teacher,education
2354,2354,CAMILOVAR,40,contador,single,male,hispanic Straight Other nonsmoker never Serious Relationship Marriage,0,contador,contador,
2355,2355,Carlosab123,40,Empresario,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,entrepreneur,entrepreneur,
2356,2356,Chinno22,40,Contratista,separated,male,hispanic Straight Other light smoker occasional drinker Romance,0,contractor,contractor,
2357,2357,Claudia0211,40,independiente,single,female,native american Straight Christian nonsmoker never Serious Relationship Marriage,0,independent,independent,self employed
2358,2358,Daniel1914,40,Comunicador Social,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,social communicator,social communicator,
2359,2359,Daniel1982,40,Empresario,single,male,white Straight Other nonsmoker occasional drinker Serious Relationship,0,entrepreneur,entrepreneur,
2360,2360,danielbastida,40,ingeniero,single,male,hispanic Straight Atheist nonsmoker social drinker Friendship Romance Serious Relationship,0,engineer,engineer,engineer
2361,2361,Davilito77,40,Administrativo,single,male,mixed Straight Christian nonsmoker social drinker Romance,0,administrative,administrative,
2362,2362,Dedude,40,Carpenter,single,male,white Straight Other social smoker social drinker Fun Friendship,0,carpenter,carpenter,self employed
2363,2363,Dinohp,40,Emprendedor,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,0,entrepreneur,entrepreneur,
2364,2364,Dog,40,Construccion,in relationship,male,hispanic Bisexual Other nonsmoker social drinker Friendship,0,building,building,
2365,2365,DOOMGaze,40,Janitor,single,male,white Straight Other chain smoker never Fun Friendship Romance Serious Relationship Marriage,0,janitor,janitor,
2366,2366,dulcecitony,40,pintor,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,painter,painter,
2367,2367,Eleana82,40,Independientemente,single,female,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,regardless,regardless,
2368,2368,Elena81,40,Bank,single,female,white Straight Christian nonsmoker never Serious Relationship Marriage,0,bank,bank,
2369,2369,Elifer,40,Empresaria,single,female,pacific islander Straight Christian nonsmoker social drinker Friendship,0,businesswoman,businesswoman,
2370,2370,Erik4,40,Student,married,male,hispanic Straight Other social smoker social drinker Romance,0,student,student,student
2371,2371,Esmith,40,Nursing,single,female,black Straight Christian social smoker never Friendship Romance Serious Relationship Marriage,0,nursing,nursing,
2372,2372,Evalbuena,40,Educadora,single,female,hispanic Straight Other nonsmoker occasional drinker Friendship,0,educator,educator,education
2373,2373,Excel,40,Electrician,single,male,white Straight Other nonsmoker never Serious Relationship Marriage,0,electrician,electrician,
2374,2374,Feralenam,40,Electricista,single,male,hispanic Straight Other nonsmoker never Fun Friendship Romance,0,electrician,electrician,
2375,2375,Ferhugo,40,Arquitecto,single,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,architect,architect,
2376,2376,Fernann,40,Pintura,in relationship,male,hispanic Bisexual Christian nonsmoker never Fun,0,paint,paint,
2377,2377,Flavio39,40,Constructor,single,male,native american Straight Christian social smoker social drinker Serious Relationship,0,constructor,constructor,construction
2378,2378,FLAVIOBETETA,40,enfermero,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,male nurse,male nurse,medical
2379,2379,fred80,40,Comerciante,divorced,male,white Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,merchant,merchant,
2380,2380,Fredy82,40,Empleado,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance,0,employee,employee,
2381,2381,Gerardo81,40,Bodega,divorced,male,hispanic Straight Other social smoker social drinker Serious Relationship,0,bodega,bodega,
2382,2382,GiiGii,40,Student,divorced,female,white Straight Spiritual nonsmoker social drinker Fun Friendship Romance,0,student,student,student
2383,2383,Graysen,40,Lawyer,single,male,hispanic Straight Atheist nonsmoker social drinker Romance,0,lawyer,lawyer,
2384,2384,GREGORYFC,40,ABOGADO,single,male,hispanic Straight Christian social smoker social drinker Friendship Serious Relationship Marriage,0,attorney,attorney,
2385,2385,Happytrucker,40,Driver,single,male,white Bisexual Christian social smoker social drinker Fun Friendship,0,driver,driver,
2386,2386,Hectormemin,40,Painter,separated,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,painter,painter,
2387,2387,Hiyari,40,Administradora de empresas,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,business administrator,business administrator,
2388,2388,huggybear420,40,Security,single,male,white Straight Christian social smoker never Serious Relationship Marriage,0,security,security,
2389,2389,iamnay,40,Operations Manager,single,female,mixed Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,0,operations manager,operations manager,office
2390,2390,Ihbo,40,Salud,single,female,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship,0,health,health,
2391,2391,Izzee2196,40,Machine operator,single,male,black Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship,0,machine operator,machine operator,
2392,2392,J1281,40,Banca,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,bank,bank,
2393,2393,Jalisco03,40,Hoteleria,separated,female,black Straight Christian nonsmoker social drinker Friendship Romance,0,hospitality,hospitality,
2394,2394,Jarlys,40,Licenciado,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,licensed,licensed,
2395,2395,Jerry798,40,Technical,single,male,middle eastern Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,0,technical,technical,tech
2396,2396,Jhones81,40,Engineer Electronic,single,male,white Straight Christian nonsmoker never Friendship Serious Relationship,0,engineer electronic,engineer electronic,engineer
2397,2397,JhonPool,40,Driver,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,driver,driver,
2398,2398,joe399,40,Programador,single,male,mixed Homosexual Other nonsmoker occasional drinker Friendship Romance Serious Relationship,0,programmer,programmer,
2399,2399,Jomar01,40,Comerciante,single,male,hispanic Straight Other nonsmoker never Friendship,0,merchant,merchant,
2400,2400,Jorge2582,40,Independiente,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,0,independent,independent,self employed
2401,2401,Jorge38,40,Conductor,single,male,hispanic Straight Spiritual light smoker occasional drinker Fun Friendship Romance Serious Relationship,0,conductor,conductor,
2402,2402,Jrmaster,40,Operario,single,male,white Straight Christian social smoker occasional drinker Fun Friendship Serious Relationship Marriage,0,factory worker,factory worker,
2403,2403,Juan82,40,Ventas,separated,male,hispanic Straight Christian nonsmoker social drinker Friendship,0,sales,sale,
2404,2404,Juaninxs,40,Carpintero,single,male,white Straight Spiritual nonsmoker social drinker Friendship,0,carpenter,carpenter,self employed
2405,2405,Juanluiss,40,Tecnico,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,0,technician,technician,tech
2406,2406,Junior02,40,Administrador,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,administrator,administrator,
2407,2407,Kamal22,40,Electricidad,single,male,white Straight Muslim light smoker occasional drinker Friendship Romance Serious Relationship Marriage,0,electricity,electricity,
2408,2408,Kamaldi,40,Marino,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,marino,marino,
2409,2409,kenziegold,40,Sales,single,female,black Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,sales,sale,
2410,2410,Kian,40,Barber,single,male,asian Straight Other nonsmoker never Serious Relationship Marriage,0,barber,barber,
2411,2411,KingG,40,Profesor,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,0,profesor,profesor,
2412,2412,LadyCarolinaCastillo,40,Maestra,single,female,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,teacher,teacher,education
2413,2413,Laidbacksdguy,40,Abogado,single,male,hispanic Straight Atheist nonsmoker social drinker Fun Friendship,0,lawyer,lawyer,
2414,2414,Leorojas,40,Economista,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship,0,economist,economist,
2415,2415,Leyjo,40,Fisioterapeuta,single,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,physiotherapist,physiotherapist,
2416,2416,leyvajosue,40,Ingeniero,single,male,hispanic Straight Atheist nonsmoker occasional drinker Serious Relationship Marriage,0,engineer,engineer,engineer
2417,2417,Linda123,40,Enfermera,single,female,white Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,nurse,nurse,medical
2418,2418,Lirka37,40,Dependienta,single,female,white Straight Other nonsmoker occasional drinker Friendship Serious Relationship,0,saleswoman,saleswoman,sales
2419,2419,Loquito,40,Repartidor,single,male,white Straight Christian nonsmoker never Serious Relationship,0,delivery man,delivery man,
2420,2420,Luv2eat38,40,Disabled,single,male,white Straight Other light smoker social drinker Fun Romance,0,disabled,disabled,
2421,2421,Machomen37,40,Operador,divorced,male,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,operator,operator,
2422,2422,marcela31,40,estudiante,widow,female,hispanic Bisexual Other nonsmoker social drinker Romance,0,student,student,student
2423,2423,Mario63,40,Supervisor,single,male,mixed Straight Other nonsmoker social drinker Serious Relationship,0,supervisor,supervisor,
2424,2424,MARISA2022,40,MAESTRA,separated,female,hispanic Straight Other light smoker occasional drinker Friendship,0,teacher,teacher,education
2425,2425,matiasromero,40,policia,single,male,white Straight Other nonsmoker social drinker Friendship,0,police,police,
2426,2426,mauricio2019,40,vendedor,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,seller,seller,
2427,2427,Mavericksilver,40,Sistemas,single,male,hispanic Straight Atheist nonsmoker never Friendship,0,systems,system,
2428,2428,mexican13,40,electricista,single,male,hispanic Straight Other nonsmoker never Fun Friendship Serious Relationship,0,electrician,electrician,
