username,age,occupation,status,gender,filtered sentence,y,translated_occupation
Mey85,37,Ventas,single,female,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,Sales
Micaelalatina,37,Secretaria,single,female,mixed Straight Spiritual nonsmoker never Serious Relationship,0,Secretary
MidnightatDawn,37,Cosmetology,single,female,white Bisexual Christian light smoker social drinker Romance Serious Relationship Marriage,0,Cosmetology
Milliano,37,Self,single,male,hispanic Straight Christian light smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Self
MimiG,37,High school teacher,single,female,black Straight Christian nonsmoker never Serious Relationship,0,High school teacher
mina13,37,Ingeniero,single,female,hispanic Straight Spiritual nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,Engineer
Misioneropachu,37,Empleado publico,single,male,white Straight Atheist social smoker social drinker Fun,0,public employee
Myri,37,Estudiante,single,female,white Straight Other nonsmoker never Friendship Serious Relationship,0,Student
Nallely2109,37,Maestra,divorced,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,Teacher
nede,37,independiente,single,male,white Straight Spiritual light smoker occasional drinker Serious Relationship,0,Independent
Nicolasnicolas,37,Nurse,single,male,hispanic Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship,0,Nurse
Niquel,37,Conductor,separated,male,hispanic Bisexual Christian nonsmoker occasional drinker Serious Relationship,0,Conductor
Nita13,37,Business,single,female,asian Straight Other nonsmoker never Friendship Romance Serious Relationship Marriage,0,Business
noxolo1,37,Educator,single,female,black Straight Christian nonsmoker never Serious Relationship,0,Educator
Octavio007,37,Independiente,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,Independent
Ose247,37,Chef,separated,male,white Straight Christian light smoker occasional drinker Serious Relationship,0,Chef
PAOLA0510,37,FARMACEUTA,single,female,hispanic Straight Jewish nonsmoker social drinker Serious Relationship Marriage,0,PHARMACIST
Pared,37,Chofer,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,Chofer
Pastorcruz,37,Carpintero,single,male,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,0,Carpenter
rajcacoria,37,Manager,separated,male,asian Straight Hindu light smoker occasional drinker Fun Friendship Romance Serious Relationship,0,Manager
Ramon1,37,Waiter,in relationship,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun,0,Waiter
Randy19822,37,Ganadero,divorced,male,hispanic Straight Christian nonsmoker social drinker Romance,0,Rancher
Rasta,37,Cosinero,single,male,hispanic Straight Other nonsmoker occasional drinker Romance,0,Cocinero
Raulcesar,37,Independiente,single,male,mixed Straight Christian nonsmoker occasional drinker Serious Relationship,0,Independent
RCM35,37,Comercial,single,male,white Straight Christian light smoker occasional drinker Serious Relationship,0,Commercial
Reivin,37,Ing. Agronomo,single,male,hispanic Straight Other nonsmoker never Serious Relationship,0,Ing. Agronomist
Reyni,37,Contadora,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,0,accountant
Riva,37,Independiente,single,male,hispanic Straight Other nonsmoker never Friendship Serious Relationship,0,Independent
RoAlva,37,Emprendedora,single,female,hispanic Straight Christian nonsmoker social drinker Friendship,0,enterprising
robertseven,37,independiente,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Romance Serious Relationship,0,Independent
rov,37,construction,single,male,hispanic Straight Christian nonsmoker never Marriage,0,construction
Sade93,37,Maestra,single,female,hispanic Bisexual Other social smoker social drinker Friendship Romance,0,Teacher
Sandraeli17,37,Asistente,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,0,Attendee
Santizo1986,37,Remodelacion,divorced,male,hispanic Straight Christian nonsmoker occasional drinker Romance,0,Remodelacion
Skrlos,37,Cook,single,male,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,0,Cook
sney,37,administrador,single,male,hispanic Straight Other nonsmoker social drinker Friendship,0,administrator
Stefy,37,Auxiliar administrativo,single,female,white Straight Other nonsmoker occasional drinker Romance,0,Administrative Assistant
Symadon,37,Business Administrator,single,male,white Bisexual Christian social smoker never Fun Romance Serious Relationship,0,Business Administrator
Tattos12345,37,Independiente,single,male,white Straight Other nonsmoker never Serious Relationship,0,Independent
TorresLizazo,37,Salud,divorced,male,white Straight Christian nonsmoker never Serious Relationship,0,Health
Toure0207,37,Manager,single,male,black Straight Muslim nonsmoker never Marriage,0,Manager
Trinilady,37,Government Worker,separated,female,black Straight Christian nonsmoker never Marriage,0,Government Worker
Trucker314,37,Truckdriver,single,male,white Straight Atheist social smoker social drinker Friendship Romance Serious Relationship,0,Truckdriver
Uknowhoo,37,Assistant,separated,female,mixed Straight Other social smoker social drinker Fun Friendship Romance,0,Assistant
Uzzlic,37,Self employed,single,male,white Straight Atheist social smoker social drinker Romance Serious Relationship Marriage,0,Self employed
Veer,37,Software engineer,single,male,asian Straight Atheist nonsmoker never Fun Romance,0,Software engineer
Victor666,37,Chef,separated,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,Chef
Wejoni,37,Driver,divorced,male,black Straight Christian nonsmoker never Romance,0,Driver
Wilmer28,37,Empresario,divorced,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,Entrepreneur
Ysabelu,37,Administradora,single,female,hispanic Straight Spiritual nonsmoker never Serious Relationship Marriage,0,administrator
Yttak,37,Doctor,single,female,hispanic Straight Other nonsmoker social drinker Fun Friendship,0,Doctor
BBCadventour,38,Doctor,widow,male,Years ago I meet wife online till passing years ago After I took time Im finally going give another try So I figured try POF maybe Ill get lucky Hopefully Ill find someone I connect inside outside bedroom Im open minded hopefully Ill meet someone like Like care bears said Sharing Caring Now may little much woman send message anyways You never know might happen,0,Doctor
BigDawg757,38,Carpenter,single,male,Strongfunnyfast learnergreat kids,0,Carpenter
Deepage1,38,Nurse,single,female,Mid age female exploring United States respectfully fun Hoping engage honest person,0,Nurse
Disdikin4u,38,Detailer,single,male,Enjoy life everything looking find someone enjoy,0,Details
EDWIN221283,38,INDEPENDIENTE,single,male,PERSONA DE APARIENCIA SERIA ME GUSTAN LOS RETOS TRABAJADOR HONESTO ME GUSTA LA MUSICA CHARLAR EN COMPAÑIA DE UN BUEN CAFE ALEGRE EXTROVERTIDO,0,INDEPENDENT
Goldballs,38,Engineer,married,male,Im un mccarran 3 weeks anda somthing dessert,0,Engineer
Harrington,38,Teacher,single,male,Serious man calm intelligent creative fun likes travel,0,Teacher
Jng84,38,Mechanic,divorced,male,Not one games Like cooking walks pretty much anything outside,0,Mechanic
Kilo,38,Welder,single,male,Am earth guy l love time looking missing rib,0,Welder
Pristress37,38,Nurse,single,female,I open minded explore I love fashion working hard,0,Nurse
Sigmaori,38,Writer,divorced,male,Hi I born country longer exists Spent good years life University watching others graduate mind historical hindsight even I graduated wouldnt helped way SoI opted adventure socalled poor mans tourism I emigrated New Zealand I enough place I tried Australia After successfully ending short marriage I returned scrounge parents I find normal people boring Id happy hang minority ladies,0,Writer
Singlefreeman,38,Unemployed,single,male,Im single free man im Morocco im open minded like meet new people around world discovering new cultures traditions im meeting single woman fun spend time together feel free,0,Unemployed
Sunilfree,38,Service,separated,male,Looking girl valencia date friendship,0,Service
Willempie,38,Self employed,single,male,Im open minded honest person Ive got warm heart,0,Self employed
Ainnavi35,38,Camarera,divorced,female,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,Waitress
Alejandrina,38,Abogada,single,female,hispanic Straight Buddhist nonsmoker never Friendship Serious Relationship,0,A lawyer
Alejandro33,38,Asesor Comercial,single,male,white Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,Commercial Advisor
Alexei,38,Comercio,separated,male,mixed Straight Christian nonsmoker social drinker Friendship,0,Trade
Alexneb,38,Empresario,divorced,male,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship,0,Entrepreneur
Andrea2007,38,Enfermera,divorced,female,hispanic Straight Other nonsmoker never Romance Serious Relationship Marriage,0,Nurse
AngelaZamora2020,38,Abogada,divorced,female,white Straight Christian social smoker social drinker Serious Relationship,0,A lawyer
Angelescobar553,38,Comercial,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,Commercial
Arturoflow,38,Teacher,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship,0,Teacher
Awesome09,38,Sales rep,single,male,black Straight Christian nonsmoker never Serious Relationship,0,Sales rep
Barloz,38,abogado,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,0,attorney
Bellauz,38,Casa,in relationship,female,hispanic Straight Christian nonsmoker never Friendship,0,Casa
Brandon2,38,Student,single,male,black Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Student
Brayan84,38,Salesman,in relationship,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,Salesman
Bwitch,38,Homemaker,single,female,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Homemaker
ByRei21,38,Profesor,single,male,white Straight Christian nonsmoker never Friendship Serious Relationship Marriage,0,Profesor
C7errodas,38,Negocios,single,male,white Straight Christian nonsmoker never Serious Relationship,0,Business
Camilo9099,38,Ingeniero,separated,male,white Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Engineer
Cancancan,38,Officer,single,male,white Straight Other light smoker occasional drinker Fun Friendship Romance,0,Officer
Canechito,38,Mecanico,single,male,hispanic Straight Spiritual nonsmoker never Serious Relationship,0,Mechanic
Catherine2698,38,Enfermera,single,female,white Straight Other nonsmoker never Serious Relationship,0,Nurse
Charly83,38,Pintor,separated,male,hispanic Straight Other nonsmoker occasional drinker Marriage,0,Painter
Chris444,38,Sales Manager,separated,male,mixed Straight Atheist light smoker occasional drinker Fun Friendship Romance,0,Sales Manager
ClauR,38,Vendedora,single,female,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Saleswoman
Coronel35,38,Ingeniero,single,male,white Straight Christian nonsmoker social drinker Friendship,0,Engineer
Cristian21,38,Comerciante,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,Merchant
CristianCamposValverde,38,Contador,single,male,mixed Straight Christian nonsmoker social drinker Serious Relationship,0,Contador
Dana09,38,Comerciante,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship,0,Merchant
Danedu,38,Ventas,single,male,hispanic Straight Christian social smoker occasional drinker Friendship Romance,0,Sales
Danitastgo,38,Profesora,single,female,hispanic Straight Other nonsmoker never Friendship,0,Profesora
dannygaldamez33,38,estudiante,single,male,hispanic Straight Other nonsmoker never Romance Serious Relationship Marriage,0,student
Deivistaur22,38,Obrero,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Romance Serious Relationship Marriage,0,Worker
Djmc36,38,Comunicador social,single,male,white Homosexual Christian nonsmoker social drinker Friendship,0,Social communicator
Dododody,38,Engineering,single,male,white Straight Christian nonsmoker never Fun,0,Engineering
Dy20,38,Masajista,single,male,white Straight Other nonsmoker social drinker Friendship,0,Massage therapist
Edda,38,Comunicadora,single,female,hispanic Straight Other nonsmoker never Serious Relationship Marriage,0,communicator
Edward1983,38,Asesor comercial,divorced,male,mixed Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,business advisor
Elianacc,38,Independiente,single,female,hispanic Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,Independent
Eric84,38,Chef,divorced,male,hispanic Straight Christian social smoker social drinker Fun Romance Serious Relationship,0,Chef
Erikap06,38,Ama de casa,separated,female,black Straight Other nonsmoker occasional drinker Serious Relationship,0,Housewife
Faraj,38,Doctor,married,male,middle eastern Straight Muslim nonsmoker never Fun Friendship Romance,0,Doctor
Fernabdo,38,Independiente,single,male,hispanic Straight Other social smoker social drinker Marriage,0,Independent
Flacox06,38,Administrador,single,male,white Straight Christian social smoker social drinker Romance,0,Administrator
Gerardo123,38,Mecanico,single,male,hispanic Straight Other nonsmoker never Fun Friendship Romance Serious Relationship,0,Mechanic
GerarPina,38,Ingeniero,separated,male,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,0,Engineer
giaco1984,38,Engineer,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Engineer
glof,38,Lawyer,single,male,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,Lawyer
guguinho,38,arquitecto,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,architect
Humberto121820,38,Independiente,single,male,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance,0,Independent
Intrepidgonzo13,38,Truck driver,single,male,white Straight Spiritual social smoker social drinker Fun Friendship Romance Serious Relationship,0,Truck driver
ISCOBRI,38,Contabilidad,single,male,hispanic Straight Other nonsmoker never Romance,0,Accounting
Jaders14,38,Comerciante,single,male,hispanic Straight Christian nonsmoker social drinker Romance,0,Merchant
Jean40,38,Architect,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,Architect
Jeilo9869,38,Cocinero,single,male,white Straight Christian light smoker occasional drinker Serious Relationship,0,Cook
Jhony2011,38,Administrador de empresa,widow,male,white Straight Spiritual nonsmoker social drinker Friendship,0,Enterprise Administrator
Jorgeloanon,38,Administrador,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,Administrator
jose1983,38,Chofer,divorced,male,hispanic Straight Jewish nonsmoker never Friendship,0,Chofer
Jose232319,38,Carpintero,single,male,hispanic Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Carpenter
Jouse,38,Enfermero,single,male,hispanic Straight Christian nonsmoker never Romance,0,Male nurse
Juanjhon,38,Independientemente,single,male,mixed Straight Christian nonsmoker social drinker Fun,0,Regardless
juvencio,38,empresario,single,male,mixed Homosexual Christian nonsmoker never Serious Relationship,0,entrepreneur
Kadinhannis,38,Enfermera,separated,female,hispanic Straight Other nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,Nurse
Katiha,38,Psicologa,separated,female,white Straight Spiritual nonsmoker social drinker Serious Relationship,0,Psychologist
KatK,38,Teacher,single,female,white Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,Teacher
kev1313b,38,construction,single,male,white Straight Christian nonsmoker never Fun Friendship Romance,0,construction
kheshav,38,IT,single,male,pacific islander Straight Hindu light smoker social drinker Friendship Romance Serious Relationship Marriage,0,IT
Kliv,38,Petrolero,single,male,hispanic Straight Other light smoker social drinker Friendship Romance Serious Relationship Marriage,0,Oil
Korina,38,Profesora,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,Profesora
Kriscruz0809,38,Camarero,separated,male,hispanic Straight Other social smoker social drinker Romance Serious Relationship,0,Waiter
Lagl,38,Empresario,single,male,white Straight Spiritual nonsmoker social drinker Romance Serious Relationship,0,Entrepreneur
Lentor6,38,Supervisor,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Supervisor
Lesterprado,38,Administrador,single,male,black Straight Other social smoker social drinker Romance Serious Relationship,0,Administrator
Ley,38,Masajista,single,male,white Straight Spiritual nonsmoker social drinker Romance,0,Massage therapist
Leymar,38,Comerciante,separated,female,black Straight Christian nonsmoker occasional drinker Serious Relationship,0,Merchant
Liliama,38,Emprendedora,single,female,hispanic Straight Other nonsmoker social drinker Romance Serious Relationship,0,enterprising
Liz84,38,Docente,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Serious Relationship Marriage,0,teacher
Locojhon,38,Militar,single,male,black Straight Other social smoker social drinker Serious Relationship,0,Military
LolaMarie,38,Estudiante,single,female,hispanic Straight Other light smoker occasional drinker Romance Serious Relationship,0,Student
Lore37,38,Estilista,single,female,hispanic Straight Other nonsmoker occasional drinker Romance,0,Stylist
luisfer9090,38,Ingeniero,single,male,hispanic Straight Other social smoker occasional drinker Serious Relationship Marriage,0,Engineer
M0a4r1i6,38,Emprendedora,single,female,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,enterprising
Maikel84,38,Profesor,single,male,white Straight Other nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,Profesor
Man783,38,Seguridad,separated,male,white Straight Other nonsmoker social drinker Serious Relationship,0,Security
Maprech,38,Self employed,single,female,black Straight Christian nonsmoker social drinker Serious Relationship,0,Self employed
Mariana1802,38,Enfermera,divorced,female,hispanic Straight Christian social smoker social drinker Marriage,0,Nurse
Marizuhe,38,Comerciante,separated,female,hispanic Straight Christian light smoker social drinker Friendship Romance,0,Merchant
MaryMar8400,38,Independiente,single,female,white Straight Christian social smoker social drinker Friendship,0,Independent
Maurocol1084,38,Camarero,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Waiter
Mechtech,38,Mechanic,single,male,white Straight Christian nonsmoker never Fun,0,Mechanic
miguelos,38,FARMACEUTA,separated,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,PHARMACIST
Minda,38,Receptionist,single,female,hispanic Straight Other nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,Receptionist
Miss_Mia305,38,Self Employed,in relationship,female,mixed Straight Christian nonsmoker occasional drinker Fun Friendship Romance,0,Self Employed
Namerua,38,Farmer,single,male,pacific islander Straight Christian light smoker social drinker Friendship,0,Farmer
Natalhya30,38,Ventas,single,female,mixed Straight Other nonsmoker social drinker Serious Relationship,0,Sales
Ndiina,38,Secretary,single,female,black Straight Other nonsmoker never Serious Relationship,0,Secretary
nilsson,38,estudiante,single,male,hispanic Straight Christian social smoker social drinker Romance,0,student
Omargp84,38,Docente,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,teacher
ONEOFAKIND,38,Caregiver,divorced,female,white Straight Christian light smoker social drinker Fun Friendship Romance Serious Relationship,0,Caregiver
Pa01,38,Maintenance,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,Maintenance
Paola999,38,Teacher,single,female,hispanic Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Teacher
Pedro841,38,Profesor,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,Profesor
PedroMadsen,38,Writer,divorced,male,white Straight Atheist nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,Writer
Peter09,38,Auditor,single,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,0,Auditor
petristrydom,38,Self Employed,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance,0,Self Employed
Pilotparem,38,Pilot,single,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Pilot
Profesor219,38,Cajero,single,male,hispanic Straight Other social smoker occasional drinker Serious Relationship,0,ATM
Rafaelsuarez,38,Electricista,separated,male,hispanic Straight Christian social smoker social drinker Fun Friendship,0,Electrician
Ricky1984,38,Gobierno,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,Government
Roberto1983,38,Ing civil,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,Ing civil
Rodofo,38,Cocinero,single,male,hispanic Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,Cook
Rodro84,38,Administrador,single,male,mixed Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Administrator
RomanBor,38,IT,single,male,mixed Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,IT
Romeo21,38,Independiente,separated,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,Independent
Rondon,38,Independiente,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,Independent
Rubens11,38,Comunicador Social,divorced,male,hispanic Straight Christian social smoker social drinker Romance Serious Relationship,0,Social communicator
SAQUEO,38,Remodelacion,divorced,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,0,Remodelacion
Shi36,38,Teacher,single,female,black Straight Other nonsmoker social drinker Serious Relationship,0,Teacher
simon1584,38,Comerciante,single,male,white Straight Christian light smoker never Friendship Romance Serious Relationship,0,Merchant
Sirconvy,38,Docente,single,male,hispanic Straight Christian social smoker occasional drinker Friendship Romance,0,teacher
Spaguetti0225,38,Almacenista,single,male,hispanic Straight Other nonsmoker occasional drinker Romance,0,stockbroker
sudheesh,38,Manager,single,male,white Straight Hindu nonsmoker never Friendship Romance,0,Manager
talor,38,medico,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,medico
Tatiana35,38,Esteticista,separated,female,hispanic Straight Other nonsmoker never Serious Relationship,0,Beautician
TATIANAPM,38,Arquitecta,separated,female,white Straight Christian nonsmoker never Friendship,0,architect
Tayrongijon,38,Operario,single,male,white Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,Factory worker
Tonyrican1983,38,Logistics,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship Marriage,0,Logistics
Torman,38,engineer,single,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,engineer
Transit,38,IT,single,male,white Straight Spiritual nonsmoker social drinker Romance Serious Relationship,0,IT
Valeska,38,Comerciante,divorced,female,white Straight Christian social smoker social drinker Serious Relationship,0,Merchant
vet,38,administradora,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,administrator
Williamalejandro,38,Comerciante,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,Merchant
Yoemi,38,Estudiante,single,female,hispanic Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,Student
yonicc,38,negocio,single,male,hispanic Straight Christian nonsmoker never Fun,0,business
Yusneilis,38,Cajera,single,female,black Straight Other light smoker occasional drinker Serious Relationship,0,cashier
Anjier,39,PhD student,divorced,female,I looking man serious transform life happiness love respect peace grow together,0,PhD student
Artvazmat12,39,Management,single,male,Hi Im looking long lasting friendships And Im open relationship Please feel free contact I speak English Spanish,0,Management
Babydoll40,39,Disabled,divorced,female,Ball fun big hearted,0,Disabled
Boineelo1983,39,Self employed,single,female,I love people n laugh lot,0,Self employed
Boogie48,39,Healthcare,separated,male,Mexican Male looking make friends I love mature Women Race color important,0,Healthcare
Carinaugly,39,Entrepreneur,divorced,female,A christian mother two explorer entrepreneur,0,Entrepreneur
Fireasianguy,39,Cashier,single,male,Funny warm hearted guy,0,Cashier
Greenfelo,39,Management,single,male,Straight forward focused,0,Management
Isaac1611,39,Driver,single,male,King James Bible believer bmxer driver weed blazer van lifer German shepherd owner clean living truth telling,0,Driver
Kristi_8372,39,Caregiver,separated,female,Im good person alot shit life wanting find good man life,0,Caregiver
Meandu,39,IT,single,male,Im truly looking love life Please games,0,IT
mnm83,39,Self employed,divorced,male,Im divorced I daughter I live parents Im cool honest,0,Self employed
ritchcheL,39,Freelancer,single,female,Im Christian Im looking someone faith mine,0,Freelancer
robsonruggiero,39,Engineer,single,male,I brazilian work mechanical engineer Dont kids I dog lover I like read travel friends family,0,Engineer
Schew83,39,Housekeeper,separated,female,Im shy reserved Im friendly caring little weird But Im better know Im kind goof girls think Im weirdb Im big gal working though take time Ive got tattoos scars piercings head reqion Im smidge nerd I loooooove Anime manga like marvel movies enjoy writing computer walking swimming I like think Im crafty I enjoy sewing attempting make jewelry I 2 balls energy number one So thats thing I appreciate time probably wont work I want put Im rather shy dont much experience dating scene Im looking hookups sites Wish meet people maybe make connection So looking nice guy I connect maybe things common Whose patient cutie wouldnt hurtp I tend attracted type guys wouldnt Unfortunately,0,Housekeeper
Sweeter35,39,Nurse,divorced,female,A kind hearted driven woman cares around committed thing undertakes carries heart sleeve,0,Nurse
20ximena20,39,Comunicador social,separated,female,hispanic Straight Spiritual nonsmoker social drinker Friendship Serious Relationship,0,Social communicator
Abraham1983,39,Comerciante,divorced,male,hispanic Straight Other light smoker social drinker Serious Relationship,0,Merchant
AdrianoMagno,39,Ingeniero,divorced,male,white Straight Christian nonsmoker never Serious Relationship,0,Engineer
alanachica,39,Manager,single,female,white Straight Other nonsmoker occasional drinker Marriage,0,Manager
Alejandra90,39,Secretaria,single,female,hispanic Straight Spiritual nonsmoker never Friendship Romance Serious Relationship Marriage,0,Secretary
AlejandroNico,39,Ingeniero,single,male,hispanic Straight Other nonsmoker social drinker Friendship,0,Engineer
Alejo009,39,Lawyer,divorced,male,hispanic Straight Christian social smoker social drinker Romance,0,Lawyer
Alex1983,39,Abogada,single,female,hispanic Straight Other social smoker social drinker Romance,0,A lawyer
Alex99,39,Construction,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Construction
alexander83,39,carpintero,single,male,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,carpenter
Alexis999,39,Education,separated,male,hispanic Straight Other social smoker social drinker Fun Friendship Romance,0,Education
alias,39,businessman,single,male,white Straight Other nonsmoker never Fun Friendship Romance,0,businessman
Almasgearwithpride,39,Mechanic,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Mechanic
Anastasia36,39,Abogada,single,female,white Straight Atheist nonsmoker never Friendship Romance Serious Relationship Marriage,0,A lawyer
Andres3720,39,Economista,single,male,white Straight Spiritual nonsmoker social drinker Friendship,0,Economist
Andrew38,39,Tech,single,male,white Straight Christian nonsmoker occasional drinker Fun,0,Tech
AndyC15,39,Administrador,in relationship,male,hispanic Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Administrator
Angelikk,39,Ejecutiva de ventas,single,female,hispanic Straight Christian light smoker occasional drinker Serious Relationship Marriage,0,sales executive
Antonia33,39,Independiente,single,female,hispanic Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,0,Independent
Antonio05,39,Vendedor,separated,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,Seller
AprilJ37,39,Business Owner,single,female,white Straight Christian social smoker never Fun Friendship Romance,0,Business Owner
Arc5777,39,Roofer,single,male,hispanic Straight Christian social smoker social drinker Fun,0,Roofer
armandogonzalez,39,mecanico,separated,male,hispanic Straight Christian nonsmoker occasional drinker Romance,0,mechanic
Arthur4,39,Administrativo,married,male,hispanic Straight Christian nonsmoker never Marriage,0,Administrative
Avaar20,39,Investigador,single,male,hispanic Straight Spiritual nonsmoker social drinker Fun Romance,0,Investigator
berkay034,39,security,single,male,middle eastern Straight Muslim nonsmoker never Fun Friendship,0,security
Blakeage,39,Disabled,single,male,white Straight Christian chain smoker occasional drinker Serious Relationship Marriage,0,Disabled
Boanerge,39,Estudiante,single,male,hispanic Straight Other nonsmoker never Marriage,0,Student
Bonivento,39,Escritor,single,male,white Straight Spiritual nonsmoker never Fun Friendship Romance Serious Relationship Marriage,0,Writer
Carolinamb,39,Administrador,single,female,white Straight Other nonsmoker never Serious Relationship,0,Administrator
Cbf,39,Hogar,separated,female,hispanic Straight Other nonsmoker never Serious Relationship,0,Home
Cesar14,39,Independiente,single,male,black Straight Christian light smoker occasional drinker Marriage,0,Independent
chris80422,39,Retail,single,male,white Straight Christian nonsmoker occasional drinker Fun,0,Retail
Chris90302,39,Technical support,single,male,hispanic Straight Other nonsmoker social drinker Romance Serious Relationship Marriage,0,Technical support
Clown,39,Guardia,single,male,white Straight Other social smoker social drinker Serious Relationship,0,Guardia
Cortez,39,Comercio,divorced,male,hispanic Straight Other light smoker occasional drinker Romance,0,Trade
Coyote1233,39,Comerciante,single,male,hispanic Straight Other nonsmoker never Romance,0,Merchant
Cristhian98,39,Telecomunicaciones,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship,0,telecommunications
Cruz12,39,Obrero,in relationship,male,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,Worker
Dafv,39,Ingeniero,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,Engineer
Daviddiaz,39,Ventas,separated,male,white Straight Other nonsmoker occasional drinker Romance,0,Sales
